!Thresh(eV)            0.00                       0.02                       0.291                      0.59                       0.88                       1.17                       1.47                       1.76                       2.06                       2.35                       6.17                       7.00                       7.35                       7.36                       7.80                       8.16                       8.40                       8.55                       8.89                       11.03                      11.87                      12.25                      13.0                       15.6                       0.00
!Reaction              e+N2(X1)->e+N2(X1)         e+N2(X1)->e+N2(Rot)        e+N2(X1)->e+N2(v1)         e+N2(X1)->e+N2(v2)         e+N2(X1)->e+N2(v3)         e+N2(X1)->e+N2(v4)         e+N2(X1)->e+N2(v5)         e+N2(X1)->e+N2(v6)         e+N2(X1)->e+N2(v7)         e+N2(X1)->e+N2(v8)         e+N2(X1)->e+N2(A3,v0-4)    e+N2(X1)->e+N2(A3,v5-9)    e+N2(X1)->e+N2(B3)         e+N2(X1)->e+N2(W3)         e+N2(X1)->e+N2(A3,v10-)    e+N2(X1)->e+N2(B'3)        e+N2(X1)->e+N2(a'1)        e+N2(X1)->e+N2(a1)         e+N2(X1)->e+N2(w1)         e+N2(X1)->e+N2(C3)         e+N2(X1)->e+N2(E3)         e+N2(X1)->e+N2(a''1)       e+N2(X1)->e+N2(sum)        e+N2(X1)->e+e+N2(X2:ion)   e+N2(X2:ion)->N(4S)+N(4S)
!Type                  Ground/MomXfer             Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Ionization                 Recombination
!<E> (eV)              Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)
!---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
52.0                   3.986E-07                  2.092E-10                  8.212E-10                  1.446E-10                  9.633E-11                  6.680E-11                  5.697E-11                  4.914E-11                  2.762E-11                  1.354E-11                  1.328E-10                  5.671E-10                  1.409E-09                  1.537E-09                  5.750E-10                  5.567E-10                  5.401E-10                  3.156E-09                  3.877E-10                  3.724E-09                  5.118E-11                  3.874E-10                  5.472E-08                  6.829E-08                  2.019E-08
52.2                   3.991E-07                  2.081E-10                  8.183E-10                  1.438E-10                  9.581E-11                  6.643E-11                  5.666E-11                  4.887E-11                  2.747E-11                  1.346E-11                  1.325E-10                  5.658E-10                  1.406E-09                  1.533E-09                  5.737E-10                  5.556E-10                  5.400E-10                  3.155E-09                  3.868E-10                  3.715E-09                  5.107E-11                  3.872E-10                  5.485E-08                  6.855E-08                  2.017E-08
52.4                   3.995E-07                  2.069E-10                  8.154E-10                  1.430E-10                  9.528E-11                  6.607E-11                  5.636E-11                  4.861E-11                  2.732E-11                  1.339E-11                  1.322E-10                  5.645E-10                  1.402E-09                  1.529E-09                  5.724E-10                  5.546E-10                  5.399E-10                  3.153E-09                  3.859E-10                  3.705E-09                  5.095E-11                  3.870E-10                  5.498E-08                  6.881E-08                  2.015E-08
52.6                   3.999E-07                  2.058E-10                  8.126E-10                  1.422E-10                  9.477E-11                  6.571E-11                  5.605E-11                  4.834E-11                  2.717E-11                  1.332E-11                  1.319E-10                  5.632E-10                  1.399E-09                  1.525E-09                  5.712E-10                  5.536E-10                  5.398E-10                  3.152E-09                  3.850E-10                  3.695E-09                  5.084E-11                  3.868E-10                  5.511E-08                  6.906E-08                  2.012E-08
52.8                   4.003E-07                  2.047E-10                  8.098E-10                  1.414E-10                  9.425E-11                  6.536E-11                  5.575E-11                  4.808E-11                  2.702E-11                  1.325E-11                  1.316E-10                  5.620E-10                  1.395E-09                  1.521E-09                  5.699E-10                  5.526E-10                  5.397E-10                  3.151E-09                  3.841E-10                  3.686E-09                  5.072E-11                  3.866E-10                  5.524E-08                  6.932E-08                  2.010E-08
53.0                   4.007E-07                  2.036E-10                  8.069E-10                  1.407E-10                  9.375E-11                  6.500E-11                  5.545E-11                  4.782E-11                  2.688E-11                  1.318E-11                  1.313E-10                  5.607E-10                  1.392E-09                  1.517E-09                  5.686E-10                  5.516E-10                  5.396E-10                  3.150E-09                  3.832E-10                  3.676E-09                  5.061E-11                  3.864E-10                  5.537E-08                  6.957E-08                  2.008E-08
53.2                   4.011E-07                  2.025E-10                  8.042E-10                  1.399E-10                  9.324E-11                  6.466E-11                  5.515E-11                  4.757E-11                  2.674E-11                  1.311E-11                  1.310E-10                  5.594E-10                  1.388E-09                  1.513E-09                  5.673E-10                  5.506E-10                  5.396E-10                  3.149E-09                  3.823E-10                  3.666E-09                  5.049E-11                  3.862E-10                  5.550E-08                  6.983E-08                  2.005E-08
53.4                   4.015E-07                  2.014E-10                  8.014E-10                  1.392E-10                  9.274E-11                  6.431E-11                  5.486E-11                  4.731E-11                  2.659E-11                  1.304E-11                  1.307E-10                  5.581E-10                  1.385E-09                  1.509E-09                  5.661E-10                  5.496E-10                  5.395E-10                  3.148E-09                  3.814E-10                  3.657E-09                  5.038E-11                  3.860E-10                  5.563E-08                  7.008E-08                  2.003E-08
53.6                   4.019E-07                  2.004E-10                  7.987E-10                  1.384E-10                  9.225E-11                  6.397E-11                  5.456E-11                  4.706E-11                  2.645E-11                  1.297E-11                  1.304E-10                  5.568E-10                  1.382E-09                  1.505E-09                  5.648E-10                  5.486E-10                  5.394E-10                  3.147E-09                  3.805E-10                  3.647E-09                  5.027E-11                  3.858E-10                  5.576E-08                  7.033E-08                  2.001E-08
53.8                   4.023E-07                  1.993E-10                  7.959E-10                  1.377E-10                  9.176E-11                  6.363E-11                  5.427E-11                  4.681E-11                  2.631E-11                  1.290E-11                  1.301E-10                  5.556E-10                  1.378E-09                  1.502E-09                  5.635E-10                  5.476E-10                  5.393E-10                  3.145E-09                  3.796E-10                  3.638E-09                  5.015E-11                  3.856E-10                  5.589E-08                  7.058E-08                  1.999E-08
54.0                   4.027E-07                  1.983E-10                  7.932E-10                  1.370E-10                  9.127E-11                  6.329E-11                  5.399E-11                  4.657E-11                  2.617E-11                  1.283E-11                  1.298E-10                  5.543E-10                  1.375E-09                  1.498E-09                  5.623E-10                  5.466E-10                  5.392E-10                  3.144E-09                  3.787E-10                  3.628E-09                  5.004E-11                  3.854E-10                  5.601E-08                  7.083E-08                  1.996E-08
54.2                   4.031E-07                  1.972E-10                  7.905E-10                  1.363E-10                  9.079E-11                  6.296E-11                  5.370E-11                  4.632E-11                  2.604E-11                  1.276E-11                  1.295E-10                  5.530E-10                  1.372E-09                  1.494E-09                  5.610E-10                  5.456E-10                  5.391E-10                  3.143E-09                  3.778E-10                  3.619E-09                  4.993E-11                  3.852E-10                  5.614E-08                  7.108E-08                  1.994E-08
54.4                   4.035E-07                  1.962E-10                  7.878E-10                  1.355E-10                  9.031E-11                  6.263E-11                  5.342E-11                  4.608E-11                  2.590E-11                  1.270E-11                  1.293E-10                  5.518E-10                  1.368E-09                  1.490E-09                  5.597E-10                  5.446E-10                  5.390E-10                  3.142E-09                  3.770E-10                  3.609E-09                  4.981E-11                  3.849E-10                  5.626E-08                  7.133E-08                  1.992E-08
54.6                   4.039E-07                  1.952E-10                  7.851E-10                  1.348E-10                  8.984E-11                  6.230E-11                  5.314E-11                  4.584E-11                  2.577E-11                  1.263E-11                  1.290E-10                  5.505E-10                  1.365E-09                  1.486E-09                  5.585E-10                  5.436E-10                  5.389E-10                  3.140E-09                  3.761E-10                  3.600E-09                  4.970E-11                  3.847E-10                  5.639E-08                  7.158E-08                  1.990E-08
54.8                   4.043E-07                  1.941E-10                  7.824E-10                  1.341E-10                  8.937E-11                  6.197E-11                  5.286E-11                  4.560E-11                  2.563E-11                  1.257E-11                  1.287E-10                  5.493E-10                  1.361E-09                  1.483E-09                  5.572E-10                  5.427E-10                  5.388E-10                  3.139E-09                  3.752E-10                  3.591E-09                  4.959E-11                  3.845E-10                  5.651E-08                  7.183E-08                  1.988E-08
55.0                   4.047E-07                  1.931E-10                  7.798E-10                  1.334E-10                  8.890E-11                  6.165E-11                  5.259E-11                  4.536E-11                  2.550E-11                  1.250E-11                  1.284E-10                  5.480E-10                  1.358E-09                  1.479E-09                  5.560E-10                  5.417E-10                  5.387E-10                  3.138E-09                  3.743E-10                  3.581E-09                  4.948E-11                  3.843E-10                  5.664E-08                  7.208E-08                  1.986E-08
55.2                   4.051E-07                  1.921E-10                  7.772E-10                  1.327E-10                  8.844E-11                  6.133E-11                  5.232E-11                  4.513E-11                  2.537E-11                  1.244E-11                  1.281E-10                  5.468E-10                  1.355E-09                  1.475E-09                  5.548E-10                  5.407E-10                  5.386E-10                  3.137E-09                  3.735E-10                  3.572E-09                  4.937E-11                  3.841E-10                  5.676E-08                  7.232E-08                  1.983E-08
55.4                   4.055E-07                  1.911E-10                  7.745E-10                  1.321E-10                  8.799E-11                  6.101E-11                  5.205E-11                  4.489E-11                  2.524E-11                  1.237E-11                  1.278E-10                  5.455E-10                  1.351E-09                  1.471E-09                  5.535E-10                  5.397E-10                  5.385E-10                  3.135E-09                  3.726E-10                  3.563E-09                  4.925E-11                  3.839E-10                  5.688E-08                  7.257E-08                  1.981E-08
55.6                   4.059E-07                  1.902E-10                  7.720E-10                  1.314E-10                  8.753E-11                  6.070E-11                  5.178E-11                  4.466E-11                  2.511E-11                  1.231E-11                  1.275E-10                  5.443E-10                  1.348E-09                  1.468E-09                  5.523E-10                  5.387E-10                  5.384E-10                  3.134E-09                  3.717E-10                  3.553E-09                  4.914E-11                  3.837E-10                  5.700E-08                  7.281E-08                  1.979E-08
55.8                   4.062E-07                  1.892E-10                  7.693E-10                  1.307E-10                  8.708E-11                  6.039E-11                  5.151E-11                  4.443E-11                  2.498E-11                  1.225E-11                  1.272E-10                  5.430E-10                  1.345E-09                  1.464E-09                  5.510E-10                  5.377E-10                  5.383E-10                  3.133E-09                  3.709E-10                  3.544E-09                  4.903E-11                  3.835E-10                  5.713E-08                  7.306E-08                  1.977E-08
56.0                   4.066E-07                  1.882E-10                  7.668E-10                  1.300E-10                  8.664E-11                  6.008E-11                  5.125E-11                  4.421E-11                  2.485E-11                  1.219E-11                  1.269E-10                  5.418E-10                  1.342E-09                  1.460E-09                  5.498E-10                  5.367E-10                  5.382E-10                  3.131E-09                  3.700E-10                  3.535E-09                  4.892E-11                  3.833E-10                  5.725E-08                  7.330E-08                  1.975E-08
56.2                   4.070E-07                  1.873E-10                  7.642E-10                  1.294E-10                  8.619E-11                  5.977E-11                  5.099E-11                  4.398E-11                  2.473E-11                  1.212E-11                  1.266E-10                  5.406E-10                  1.338E-09                  1.456E-09                  5.486E-10                  5.358E-10                  5.381E-10                  3.130E-09                  3.692E-10                  3.526E-09                  4.881E-11                  3.830E-10                  5.737E-08                  7.354E-08                  1.973E-08
56.4                   4.074E-07                  1.863E-10                  7.617E-10                  1.287E-10                  8.576E-11                  5.947E-11                  5.073E-11                  4.376E-11                  2.460E-11                  1.206E-11                  1.264E-10                  5.393E-10                  1.335E-09                  1.453E-09                  5.473E-10                  5.348E-10                  5.380E-10                  3.129E-09                  3.683E-10                  3.517E-09                  4.870E-11                  3.828E-10                  5.749E-08                  7.378E-08                  1.971E-08
56.6                   4.078E-07                  1.854E-10                  7.591E-10                  1.281E-10                  8.532E-11                  5.917E-11                  5.048E-11                  4.354E-11                  2.448E-11                  1.200E-11                  1.261E-10                  5.381E-10                  1.332E-09                  1.449E-09                  5.461E-10                  5.338E-10                  5.379E-10                  3.127E-09                  3.675E-10                  3.508E-09                  4.859E-11                  3.826E-10                  5.761E-08                  7.403E-08                  1.969E-08
56.8                   4.082E-07                  1.844E-10                  7.566E-10                  1.274E-10                  8.489E-11                  5.887E-11                  5.022E-11                  4.332E-11                  2.436E-11                  1.194E-11                  1.258E-10                  5.369E-10                  1.329E-09                  1.445E-09                  5.449E-10                  5.328E-10                  5.378E-10                  3.126E-09                  3.666E-10                  3.499E-09                  4.848E-11                  3.824E-10                  5.772E-08                  7.427E-08                  1.966E-08
57.0                   4.085E-07                  1.835E-10                  7.541E-10                  1.268E-10                  8.446E-11                  5.857E-11                  4.997E-11                  4.310E-11                  2.423E-11                  1.188E-11                  1.255E-10                  5.357E-10                  1.325E-09                  1.442E-09                  5.437E-10                  5.319E-10                  5.377E-10                  3.124E-09                  3.658E-10                  3.490E-09                  4.838E-11                  3.822E-10                  5.784E-08                  7.451E-08                  1.964E-08
57.2                   4.089E-07                  1.826E-10                  7.517E-10                  1.261E-10                  8.404E-11                  5.828E-11                  4.972E-11                  4.289E-11                  2.411E-11                  1.182E-11                  1.252E-10                  5.345E-10                  1.322E-09                  1.438E-09                  5.425E-10                  5.309E-10                  5.376E-10                  3.123E-09                  3.650E-10                  3.481E-09                  4.827E-11                  3.820E-10                  5.796E-08                  7.475E-08                  1.962E-08
57.4                   4.093E-07                  1.817E-10                  7.491E-10                  1.255E-10                  8.362E-11                  5.799E-11                  4.947E-11                  4.267E-11                  2.399E-11                  1.176E-11                  1.249E-10                  5.332E-10                  1.319E-09                  1.435E-09                  5.413E-10                  5.299E-10                  5.375E-10                  3.122E-09                  3.641E-10                  3.472E-09                  4.816E-11                  3.818E-10                  5.808E-08                  7.498E-08                  1.960E-08
57.6                   4.096E-07                  1.808E-10                  7.467E-10                  1.249E-10                  8.320E-11                  5.770E-11                  4.922E-11                  4.246E-11                  2.387E-11                  1.171E-11                  1.247E-10                  5.320E-10                  1.316E-09                  1.431E-09                  5.401E-10                  5.289E-10                  5.374E-10                  3.120E-09                  3.633E-10                  3.463E-09                  4.805E-11                  3.815E-10                  5.819E-08                  7.522E-08                  1.958E-08
57.8                   4.100E-07                  1.799E-10                  7.442E-10                  1.243E-10                  8.279E-11                  5.741E-11                  4.898E-11                  4.225E-11                  2.376E-11                  1.165E-11                  1.244E-10                  5.308E-10                  1.313E-09                  1.427E-09                  5.388E-10                  5.280E-10                  5.373E-10                  3.119E-09                  3.625E-10                  3.454E-09                  4.794E-11                  3.813E-10                  5.831E-08                  7.546E-08                  1.956E-08
58.0                   4.104E-07                  1.790E-10                  7.418E-10                  1.237E-10                  8.238E-11                  5.713E-11                  4.874E-11                  4.204E-11                  2.364E-11                  1.159E-11                  1.241E-10                  5.296E-10                  1.309E-09                  1.424E-09                  5.376E-10                  5.270E-10                  5.372E-10                  3.117E-09                  3.616E-10                  3.445E-09                  4.784E-11                  3.811E-10                  5.842E-08                  7.570E-08                  1.954E-08
58.2                   4.108E-07                  1.781E-10                  7.394E-10                  1.230E-10                  8.198E-11                  5.685E-11                  4.850E-11                  4.184E-11                  2.352E-11                  1.153E-11                  1.238E-10                  5.284E-10                  1.306E-09                  1.420E-09                  5.364E-10                  5.260E-10                  5.371E-10                  3.116E-09                  3.608E-10                  3.436E-09                  4.773E-11                  3.809E-10                  5.854E-08                  7.593E-08                  1.952E-08
58.4                   4.111E-07                  1.773E-10                  7.369E-10                  1.224E-10                  8.157E-11                  5.657E-11                  4.826E-11                  4.163E-11                  2.341E-11                  1.148E-11                  1.235E-10                  5.272E-10                  1.303E-09                  1.417E-09                  5.352E-10                  5.251E-10                  5.370E-10                  3.115E-09                  3.600E-10                  3.427E-09                  4.762E-11                  3.807E-10                  5.865E-08                  7.617E-08                  1.950E-08
58.6                   4.115E-07                  1.764E-10                  7.345E-10                  1.218E-10                  8.117E-11                  5.629E-11                  4.802E-11                  4.143E-11                  2.329E-11                  1.142E-11                  1.233E-10                  5.260E-10                  1.300E-09                  1.413E-09                  5.341E-10                  5.241E-10                  5.369E-10                  3.113E-09                  3.592E-10                  3.418E-09                  4.752E-11                  3.804E-10                  5.877E-08                  7.640E-08                  1.948E-08
58.8                   4.118E-07                  1.755E-10                  7.322E-10                  1.212E-10                  8.078E-11                  5.602E-11                  4.779E-11                  4.123E-11                  2.318E-11                  1.137E-11                  1.230E-10                  5.248E-10                  1.297E-09                  1.410E-09                  5.329E-10                  5.232E-10                  5.368E-10                  3.112E-09                  3.583E-10                  3.410E-09                  4.741E-11                  3.802E-10                  5.888E-08                  7.663E-08                  1.946E-08
59.0                   4.122E-07                  1.747E-10                  7.298E-10                  1.207E-10                  8.038E-11                  5.574E-11                  4.756E-11                  4.103E-11                  2.307E-11                  1.131E-11                  1.227E-10                  5.236E-10                  1.294E-09                  1.406E-09                  5.317E-10                  5.222E-10                  5.367E-10                  3.110E-09                  3.575E-10                  3.401E-09                  4.730E-11                  3.800E-10                  5.899E-08                  7.687E-08                  1.944E-08
59.2                   4.126E-07                  1.738E-10                  7.275E-10                  1.201E-10                  7.999E-11                  5.547E-11                  4.733E-11                  4.083E-11                  2.296E-11                  1.126E-11                  1.224E-10                  5.225E-10                  1.290E-09                  1.403E-09                  5.305E-10                  5.212E-10                  5.366E-10                  3.109E-09                  3.567E-10                  3.392E-09                  4.720E-11                  3.798E-10                  5.910E-08                  7.710E-08                  1.942E-08
59.4                   4.129E-07                  1.730E-10                  7.251E-10                  1.195E-10                  7.961E-11                  5.521E-11                  4.710E-11                  4.063E-11                  2.285E-11                  1.120E-11                  1.222E-10                  5.213E-10                  1.287E-09                  1.399E-09                  5.293E-10                  5.203E-10                  5.365E-10                  3.107E-09                  3.559E-10                  3.384E-09                  4.709E-11                  3.796E-10                  5.922E-08                  7.733E-08                  1.940E-08
59.6                   4.133E-07                  1.722E-10                  7.228E-10                  1.189E-10                  7.922E-11                  5.494E-11                  4.687E-11                  4.044E-11                  2.274E-11                  1.115E-11                  1.219E-10                  5.201E-10                  1.284E-09                  1.396E-09                  5.281E-10                  5.193E-10                  5.364E-10                  3.106E-09                  3.551E-10                  3.375E-09                  4.699E-11                  3.793E-10                  5.933E-08                  7.756E-08                  1.938E-08
59.8                   4.137E-07                  1.713E-10                  7.205E-10                  1.183E-10                  7.884E-11                  5.468E-11                  4.665E-11                  4.024E-11                  2.263E-11                  1.110E-11                  1.216E-10                  5.189E-10                  1.281E-09                  1.392E-09                  5.270E-10                  5.184E-10                  5.363E-10                  3.104E-09                  3.543E-10                  3.366E-09                  4.688E-11                  3.791E-10                  5.944E-08                  7.779E-08                  1.936E-08
60.0                   4.140E-07                  1.705E-10                  7.182E-10                  1.178E-10                  7.846E-11                  5.441E-11                  4.642E-11                  4.005E-11                  2.252E-11                  1.104E-11                  1.213E-10                  5.178E-10                  1.278E-09                  1.389E-09                  5.258E-10                  5.174E-10                  5.362E-10                  3.103E-09                  3.535E-10                  3.358E-09                  4.678E-11                  3.789E-10                  5.955E-08                  7.802E-08                  1.934E-08
60.2                   4.144E-07                  1.697E-10                  7.159E-10                  1.172E-10                  7.809E-11                  5.415E-11                  4.620E-11                  3.986E-11                  2.241E-11                  1.099E-11                  1.211E-10                  5.166E-10                  1.275E-09                  1.385E-09                  5.246E-10                  5.165E-10                  5.361E-10                  3.101E-09                  3.527E-10                  3.349E-09                  4.667E-11                  3.787E-10                  5.966E-08                  7.825E-08                  1.932E-08
60.4                   4.147E-07                  1.689E-10                  7.136E-10                  1.167E-10                  7.772E-11                  5.390E-11                  4.598E-11                  3.967E-11                  2.231E-11                  1.094E-11                  1.208E-10                  5.154E-10                  1.272E-09                  1.382E-09                  5.235E-10                  5.155E-10                  5.360E-10                  3.100E-09                  3.519E-10                  3.341E-09                  4.657E-11                  3.785E-10                  5.976E-08                  7.848E-08                  1.931E-08
60.6                   4.151E-07                  1.681E-10                  7.113E-10                  1.161E-10                  7.735E-11                  5.364E-11                  4.577E-11                  3.948E-11                  2.220E-11                  1.089E-11                  1.205E-10                  5.143E-10                  1.269E-09                  1.378E-09                  5.223E-10                  5.146E-10                  5.359E-10                  3.098E-09                  3.511E-10                  3.332E-09                  4.647E-11                  3.782E-10                  5.987E-08                  7.871E-08                  1.929E-08
60.8                   4.154E-07                  1.673E-10                  7.091E-10                  1.156E-10                  7.698E-11                  5.339E-11                  4.555E-11                  3.930E-11                  2.210E-11                  1.084E-11                  1.203E-10                  5.131E-10                  1.266E-09                  1.375E-09                  5.211E-10                  5.137E-10                  5.358E-10                  3.097E-09                  3.503E-10                  3.324E-09                  4.636E-11                  3.780E-10                  5.998E-08                  7.893E-08                  1.927E-08
61.0                   4.157E-07                  1.665E-10                  7.068E-10                  1.150E-10                  7.662E-11                  5.314E-11                  4.534E-11                  3.911E-11                  2.199E-11                  1.079E-11                  1.200E-10                  5.119E-10                  1.263E-09                  1.372E-09                  5.200E-10                  5.127E-10                  5.357E-10                  3.095E-09                  3.496E-10                  3.315E-09                  4.626E-11                  3.778E-10                  6.009E-08                  7.916E-08                  1.925E-08
61.2                   4.161E-07                  1.657E-10                  7.045E-10                  1.145E-10                  7.626E-11                  5.289E-11                  4.512E-11                  3.893E-11                  2.189E-11                  1.074E-11                  1.197E-10                  5.108E-10                  1.260E-09                  1.368E-09                  5.188E-10                  5.118E-10                  5.356E-10                  3.094E-09                  3.488E-10                  3.307E-09                  4.616E-11                  3.776E-10                  6.020E-08                  7.939E-08                  1.923E-08
61.4                   4.164E-07                  1.650E-10                  7.023E-10                  1.139E-10                  7.590E-11                  5.264E-11                  4.491E-11                  3.875E-11                  2.179E-11                  1.069E-11                  1.195E-10                  5.096E-10                  1.257E-09                  1.365E-09                  5.177E-10                  5.108E-10                  5.355E-10                  3.092E-09                  3.480E-10                  3.299E-09                  4.606E-11                  3.773E-10                  6.030E-08                  7.961E-08                  1.921E-08
61.6                   4.168E-07                  1.642E-10                  7.001E-10                  1.134E-10                  7.555E-11                  5.239E-11                  4.470E-11                  3.856E-11                  2.169E-11                  1.064E-11                  1.192E-10                  5.085E-10                  1.254E-09                  1.362E-09                  5.165E-10                  5.099E-10                  5.354E-10                  3.090E-09                  3.472E-10                  3.290E-09                  4.595E-11                  3.771E-10                  6.041E-08                  7.984E-08                  1.919E-08
61.8                   4.171E-07                  1.634E-10                  6.980E-10                  1.129E-10                  7.520E-11                  5.215E-11                  4.449E-11                  3.839E-11                  2.159E-11                  1.059E-11                  1.189E-10                  5.074E-10                  1.251E-09                  1.358E-09                  5.154E-10                  5.090E-10                  5.353E-10                  3.089E-09                  3.464E-10                  3.282E-09                  4.585E-11                  3.769E-10                  6.051E-08                  8.006E-08                  1.917E-08
62.0                   4.174E-07                  1.627E-10                  6.958E-10                  1.124E-10                  7.485E-11                  5.191E-11                  4.429E-11                  3.821E-11                  2.149E-11                  1.054E-11                  1.187E-10                  5.062E-10                  1.248E-09                  1.355E-09                  5.143E-10                  5.080E-10                  5.352E-10                  3.087E-09                  3.457E-10                  3.274E-09                  4.575E-11                  3.767E-10                  6.062E-08                  8.028E-08                  1.915E-08
62.2                   4.178E-07                  1.619E-10                  6.936E-10                  1.118E-10                  7.450E-11                  5.167E-11                  4.408E-11                  3.803E-11                  2.139E-11                  1.049E-11                  1.184E-10                  5.051E-10                  1.245E-09                  1.352E-09                  5.131E-10                  5.071E-10                  5.351E-10                  3.086E-09                  3.449E-10                  3.265E-09                  4.565E-11                  3.765E-10                  6.072E-08                  8.050E-08                  1.914E-08
62.4                   4.181E-07                  1.612E-10                  6.914E-10                  1.113E-10                  7.416E-11                  5.143E-11                  4.388E-11                  3.786E-11                  2.129E-11                  1.044E-11                  1.181E-10                  5.040E-10                  1.242E-09                  1.348E-09                  5.120E-10                  5.062E-10                  5.350E-10                  3.084E-09                  3.441E-10                  3.257E-09                  4.555E-11                  3.762E-10                  6.083E-08                  8.073E-08                  1.912E-08
62.6                   4.184E-07                  1.604E-10                  6.893E-10                  1.108E-10                  7.381E-11                  5.119E-11                  4.368E-11                  3.768E-11                  2.119E-11                  1.040E-11                  1.179E-10                  5.028E-10                  1.239E-09                  1.345E-09                  5.109E-10                  5.053E-10                  5.349E-10                  3.083E-09                  3.434E-10                  3.249E-09                  4.545E-11                  3.760E-10                  6.093E-08                  8.095E-08                  1.910E-08
62.8                   4.188E-07                  1.597E-10                  6.871E-10                  1.103E-10                  7.348E-11                  5.096E-11                  4.348E-11                  3.751E-11                  2.110E-11                  1.035E-11                  1.176E-10                  5.017E-10                  1.236E-09                  1.342E-09                  5.097E-10                  5.043E-10                  5.348E-10                  3.081E-09                  3.426E-10                  3.241E-09                  4.535E-11                  3.758E-10                  6.103E-08                  8.117E-08                  1.908E-08
63.0                   4.191E-07                  1.590E-10                  6.850E-10                  1.098E-10                  7.314E-11                  5.072E-11                  4.328E-11                  3.734E-11                  2.100E-11                  1.030E-11                  1.173E-10                  5.006E-10                  1.233E-09                  1.338E-09                  5.086E-10                  5.034E-10                  5.347E-10                  3.079E-09                  3.418E-10                  3.233E-09                  4.525E-11                  3.756E-10                  6.114E-08                  8.139E-08                  1.906E-08
63.2                   4.194E-07                  1.583E-10                  6.828E-10                  1.093E-10                  7.281E-11                  5.049E-11                  4.308E-11                  3.717E-11                  2.091E-11                  1.025E-11                  1.171E-10                  4.995E-10                  1.230E-09                  1.335E-09                  5.075E-10                  5.025E-10                  5.346E-10                  3.078E-09                  3.411E-10                  3.224E-09                  4.515E-11                  3.753E-10                  6.124E-08                  8.161E-08                  1.904E-08
63.4                   4.197E-07                  1.575E-10                  6.807E-10                  1.088E-10                  7.248E-11                  5.026E-11                  4.289E-11                  3.700E-11                  2.081E-11                  1.021E-11                  1.168E-10                  4.983E-10                  1.227E-09                  1.332E-09                  5.064E-10                  5.016E-10                  5.345E-10                  3.076E-09                  3.403E-10                  3.216E-09                  4.505E-11                  3.751E-10                  6.134E-08                  8.183E-08                  1.903E-08
63.6                   4.200E-07                  1.568E-10                  6.787E-10                  1.083E-10                  7.215E-11                  5.004E-11                  4.269E-11                  3.683E-11                  2.072E-11                  1.016E-11                  1.166E-10                  4.972E-10                  1.224E-09                  1.329E-09                  5.053E-10                  5.007E-10                  5.344E-10                  3.075E-09                  3.396E-10                  3.208E-09                  4.495E-11                  3.749E-10                  6.144E-08                  8.204E-08                  1.901E-08
63.8                   4.203E-07                  1.561E-10                  6.765E-10                  1.078E-10                  7.182E-11                  4.981E-11                  4.250E-11                  3.667E-11                  2.062E-11                  1.012E-11                  1.163E-10                  4.961E-10                  1.222E-09                  1.325E-09                  5.041E-10                  4.997E-10                  5.343E-10                  3.073E-09                  3.388E-10                  3.200E-09                  4.485E-11                  3.747E-10                  6.154E-08                  8.226E-08                  1.899E-08
64.0                   4.206E-07                  1.554E-10                  6.744E-10                  1.073E-10                  7.150E-11                  4.959E-11                  4.231E-11                  3.650E-11                  2.053E-11                  1.007E-11                  1.161E-10                  4.950E-10                  1.219E-09                  1.322E-09                  5.030E-10                  4.988E-10                  5.342E-10                  3.071E-09                  3.381E-10                  3.192E-09                  4.475E-11                  3.744E-10                  6.164E-08                  8.248E-08                  1.897E-08
64.2                   4.209E-07                  1.547E-10                  6.724E-10                  1.068E-10                  7.118E-11                  4.936E-11                  4.212E-11                  3.634E-11                  2.044E-11                  1.003E-11                  1.158E-10                  4.939E-10                  1.216E-09                  1.319E-09                  5.019E-10                  4.979E-10                  5.341E-10                  3.070E-09                  3.373E-10                  3.184E-09                  4.465E-11                  3.742E-10                  6.174E-08                  8.269E-08                  1.895E-08
